_id	lemma	newspaper	country	formality	_cws.model	_ctxt.model	model.x	model.y
opening_tijd/noun/de_standaard_20040608_01_16/125	opening_tijd	de_standaard	Belgium	quality	januari/noun;2004/noun;gewapend/adj;gemaskerd/adj;overvaller/noun;even/adv;	"<small>dag onder invloed van drugs was . Op zaterdag 24</small> <u>januari</u><sup>1.26</sup> <u>2004</u><sup>1.318</sup> stapten drie <u>gewapende</u><sup>2.406</sup> en <u>gemaskerde</u><sup>4.142</sup> <u>overvallers</u><sup>3.179</sup> <u>even</u><sup>1.798</sup> na <span class='target'>openingstijd</span> de fotozaak Van de Vyver aan de Sint-Bernardsesteenweg in Hoboken <small>binnen . Ze verplichtten de zaakvoerder en zijn broer op</small>"	-7.35229672995758	-10.242229753689
opening_uur/noun/het_nieuwsblad_20010514_01_202/281	opening_uur	het_nieuwsblad	Belgium	popular	toegankelijk/adj;practisch/adj;tijdens/prep;woensdag/noun	"<small>" . Zoals elders is deze zuil 24 uur op</small> 24 <u>toegankelijk</u><sup>4.342</sup> , maar <u>practisch</u><sup>2.313</sup> betekent dat alleen <u>tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> van De Boelvaar . Na het seniorentrefcentrum volgen <u>woensdag</u><sup>1.813</sup> al <small>: cafetaria sporthal Kuringen centrum , ontmoetingscentra Stokrooie , Sint-Ludovicus</small>"	9.43536471129094	4.56076143226821
opening_tijd/noun/het_nieuwsblad_20041107_01_141/311	opening_tijd	het_nieuwsblad	Belgium	popular	;winkelier/noun;bepaal/verb	"<small>van hygiëne zijn andere regels nodig . " Farina pleit</small> er ook voor om dagwinkels meer ruimte te geven qua <span class='target'>openingstijden</span> . " Laat kleine <u>winkeliers</u><sup>3.976</sup> zelf <u>bepalen</u><sup>1.109</sup> of ze om <small>acht uur willen sluiten of om tien uur 's avonds</small>"	-26.9910951182809	-3.71228143609678
opening_uur/noun/het_laatste_nieuws_20020225_01_89/471	opening_uur	het_laatste_nieuws	Belgium	popular	zwembad/noun;aangepast/adj	"<small>hogere bodem laten aanbrengen andquot; , legt de schepen uit</small> . Met de heropening van het <u>zwembad</u><sup>3.875</sup> werden ook de <span class='target'>openingsuren</span> <u>aangepast</u><sup>2.608</sup> . Op vraag van de clubs en vooral van <small>het publiek is het zwembad nu ook op zondag toegankelijk</small>"	-3.70001022843842	1.44129772195964
opening_uur/noun/het_laatste_nieuws_19990203_01_685/320	opening_uur	het_laatste_nieuws	Belgium	popular	;alvast/adv	"<small>wij tot drie keer toe zeer goed weg . andquot;</small> andquot; Dat slotkwartier weegt echter niet op tegen ons sterk <span class='target'>openingsuur</span> , zodat de overwinning <u>alvast</u><sup>1.004</sup> verdiend te noemen was . <small>We zitten op het goeie spoor andquot; , besluit Cluytens</small>"	22.3578225994432	-3.85350741865098
opening_uur/noun/het_nieuwsblad_20041204_01_407/51	opening_uur	het_nieuwsblad	Belgium	popular	vooraf/pp;enkel/adv;werk_dag/noun;tijdens/prep;dagelijks/adj	"<small>houden . Inschrijven en annuleren moet voortaan minstens één dag</small> <u>vooraf</u><sup>2.303</sup> . Bovendien kan dit <u>enkel</u><sup>1.609</sup> op <u>werkdagen</u><sup>3.577</sup> <u>tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> van het onthaalbureau of <u>dagelijks</u><sup>1.424</sup> na de zelfbediening bij de <small>verzorgenden in het restaurant . Betalen kan enkel met maaltijdbonnen</small>"	14.6790398273465	-6.56872953473117
opening_uur/noun/de_standaard_20000703_01_36/1011	opening_uur	de_standaard	Belgium	quality	versoepeling/noun;voer_door/verb;inzake/prep;winkel/noun;versoepeling/noun	"<small>en volgend jaar boven de tien procent zal blijven .</small> Er zijn wel belangrijke <u>versoepelingen</u><sup>4.385</sup> <u>doorgevoerd</u><sup>1.772</sup> <u>inzake</u><sup>2.296</sup> de nationaal gereglementeerde <span class='target'>openingsuren</span> van <u>winkels</u><sup>2.86</sup> en er waren wat <u>versoepelingen</u><sup>4.385</sup> van de nationale <small>loonakkoorden . Maar er is geen vooruitgang geboekt inzake de</small>"	-29.1980987734436	-12.7427512531434
opening_uur/noun/het_laatste_nieuws_20000927_01_189/560	opening_uur	het_laatste_nieuws	Belgium	popular	controleer/verb;*/tag;gemeentehuis/noun;vlot/adj	"<small>reispas om humanitaire redenen . Het document dat voor eensluidend</small> afschrift werd voorgelegd werd onvoldoende <u>gecontroleerd</u><sup>1.465</sup> . ONDERMAATS <u>*</u><sup>1.656</sup> Maaseik <span class='target'>Openingsuren</span> zijn voor verbetering vatbaar . Het <u>gemeentehuis</u><sup>4.77</sup> is wel <u>vlot</u><sup>1.265</sup> <small>toegankelijk . Het is ook duidelijk bij welk loket je</small>"	18.3411816031704	3.89562939268171
opening_tijd/noun/parool_20001125_104/85	opening_tijd	parool	Netherlands	popular	bezoeker/noun;10/num;tot_en_met/prep;12/noun;januari/noun;uur/noun	"<small>Wereld wijd weg ' heeft , sprake zijn van '</small> interactie en beleving ' van exposanten en <u>bezoekers</u><sup>1.496</sup> . De <span class='target'>openingstijden</span> zijn iets veranderd : <u>10</u><sup>2.016</sup> <u>t/m</u><sup>3.206</sup> <u>12</u><sup>1.663</sup> <u>januari</u><sup>1.26</sup> 10-20 <u>uur</u><sup>2.287</sup> <small>10-20 uur , 13 en 14 januari 10-18 uur .</small>"	8.26721300438545	16.5614721243946
opening_uur/noun/het_laatste_nieuws_20021127_01_455/165	opening_uur	het_laatste_nieuws	Belgium	popular	vanaf/prep;2/noun;december/noun;verander/verb;	"<small>vonden al 56 platanen een nieuwe , tijdelijke stek op</small> de Konijnenwei . Infopunt Leien <u>Vanaf</u><sup>1.878</sup> <u>2</u><sup>2.177</sup> <u>december</u><sup>1.682</sup> <u>veranderen</u><sup>1.47</sup> de <span class='target'>openingsuren</span> van het Infopunt Leien . Van dan af zal het <small>Infopunt ook maandag en dinsdag open zijn . De permanentie</small>"	5.29559738289792	12.7267311603769
opening_tijd/noun/algemeen_dagblad_20000325_119/609	opening_tijd	algemeen_dagblad	Netherlands	popular	winkel/noun;bepaal/verb;uur/noun	"<small>Wageningen : " Daar zit toevallig een franchisenemer , die</small> de <u>winkel</u><sup>3.746</sup> van ons huurt . Hij mag zijn eigen <span class='target'>openingstijden</span> <u>bepalen</u><sup>1.109</sup> en om 21.30 <u>uur</u><sup>2.287</sup> op zondagavond zal het niet <small>zo druk meer zijn . In 27 procent van de</small>"	-12.0964795460089	-13.2307723248327
opening_uur/noun/de_morgen_20040505_01_149/367	opening_uur	de_morgen	Belgium	quality	zelfstandig/adj;winkelier/noun;soepel/adj;winkelketen/noun	"<small>, zegt gedelegeerd bestuurder Kris Peeters . Volgens Unizo is</small> 70 procent van de <u>zelfstandige</u><sup>1.369</sup> <u>winkeliers</u><sup>3.231</sup> geen voorstander van <u>soepelere</u><sup>2.489</sup> <span class='target'>openingsuren</span> , omdat de concurrentie met de grote <u>winkelketens</u><sup>3.35</sup> dan te <small>zwaar zou wegen . Omdat de zelfstandigen een belangrijk deel</small>"	-26.4940333566256	-5.00152715722462
opening_uur/noun/het_laatste_nieuws_20040622_01_514/103	opening_uur	het_laatste_nieuws	Belgium	popular	informatie/noun;wens/verb;lokaal/adj;bereikbaarheid/noun;loket/noun;email/noun	"<small>dienstverlening . Uit de enquête blijkt dat de inwoners meer</small> <u>informatie</u><sup>2.253</sup> <u>wensen</u><sup>1.225</sup> over de <u>lokale</u><sup>1.194</sup> veiligheidsproblemen en de <u>bereikbaarheid</u><sup>3.382</sup> ( <span class='target'>openingsuren</span> , <u>loket</u><sup>4.275</sup> , <u>e-mail</u><sup>1.774</sup> , telefoon , ... ) van <small>de lokale politie . Daarnaast voerde de politie een tevredenheidsonderzoek</small>"	29.6376548450967	-3.24886253110348
opening_tijd/noun/het_laatste_nieuws_20041103_01_42/65	opening_tijd	het_laatste_nieuws	Belgium	popular	dring_binnen/verb;even/adv;vijf/noun;uur/noun;winkel/noun;binnen/part	"<small>vroeg het slachtoffer van een gewapende overval . Twee vermomde</small> mannen die waren gewapend met een pistool <u>drongen</u><sup>3.476</sup> <u>even</u><sup>1.798</sup> over <span class='target'>openingstijd</span> om <u>vijf</u><sup>2.396</sup> <u>uur</u><sup>2.287</sup> de <u>winkel</u><sup>3.746</sup> <u>binnen</u><sup>1.846</sup> en eisten de inhoud <small>van de kassa . In hun vlucht grabbelde het tweetal</small>"	-10.6274202893932	-12.2481696211248
opening_uur/noun/het_nieuwsblad_20040617_01_162/357	opening_uur	het_nieuwsblad	Belgium	popular	secretariaat/noun;tijdens/prep;	"<small>Die bonnen zijn vanaf 26 juni te koop op het</small> <u>secretariaat</u><sup>3.359</sup> van 't Vondel en in het VVV-kantoor <u>tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> . Om alles aan de dranktenten in goede banen te <small>leiden , neemt de vzw Divers 33 jobstudenten in dienst</small>"	19.415899977047	-11.1351801363246
opening_uur/noun/het_nieuwsblad_20000619_01_318/138	opening_uur	het_nieuwsblad	Belgium	popular	gedurende/prep;	"<small>zich pas tevreden als ze de drie eerste plaatsen kon</small> bezetten . Alleen de tussenkomst van de pace-car <u>gedurende</u><sup>1.328</sup> het <span class='target'>openingsuur</span> ( zie elders ) en een stuurfoutje van Stéphane Ortelli <small>liet Panoz even illusies koesteren . Toen duidelijk werd dat</small>"	12.5315065945054	-12.9869813038033
opening_tijd/noun/de_morgen_20040504_01_80/25	opening_tijd	de_morgen	Belgium	quality	personeel/noun;tot/vg;uur/noun	"<small>Vakbonden leggen op 19 mei alle warenhuizen lam Personeel wil</small> mei alle warenhuizen lam <u>Personeel</u><sup>1.486</sup> wil voorlopig niet praten over <span class='target'>openingstijden</span> <u>tot</u><sup>2.309</sup> 22 <u>uur</u><sup>2.287</sup> Federale ministers hullen zich in nerveus stilzwijgen <small>Vanessa Debruyne Wie op 19 mei een winkeluitstap in een</small>"	11.9349892452191	13.4708556482678
opening_uur/noun/de_standaard_20030818_01_37/203	opening_uur	de_standaard	Belgium	quality	;-dagen/noun	"<small>van een aantal economische parameters zoals dat in Spanje al</small> gebeurt . Als parameter denkt hij dan bijvoorbeeld aan de <span class='target'>openingsuren</span> en <u>-dagen</u><sup>8.59</sup> , de capaciteit van de zaak . De <small>horeca-uitbater zou daarnaast nog wel altijd kunnen kiezen om belastingen</small>"	-32.3760441179288	6.77625853105627
opening_tijd/noun/parool_20030503_33/224	opening_tijd	parool	Netherlands	popular	geef_vrij/verb;horeca_ondernemer/noun	"<small>gevolg van drank en drugs . Ook de GroenLinks-fractie in</small> de deelraad ziet weinig in het helemaal <u>vrijgeven</u><sup>4.01</sup> van de <span class='target'>openingstijden</span> . " Veel <u>horecaondernemers</u><sup>5.5</sup> willen dat ook helemaal niet . <small>Maar extra ruimte is wel een goed idee , "</small>"	-11.5642108347474	27.1233453391864
opening_uur/noun/het_nieuwsblad_20000308_01_377/301	opening_uur	het_nieuwsblad	Belgium	popular	telkens/adv;10/num;tot/prep;18/noun;uur/noun;tijdens/prep;	"<small>werken worden tentoongesteld op zaterdag 11 en zondag 12 maart</small> , <u>telkens</u><sup>1.704</sup> van <u>10</u><sup>1.81</sup> <u>tot</u><sup>1.477</sup> <u>18</u><sup>2.453</sup> <u>uur</u><sup>1.973</sup> . <u>Tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> is het mogelijk een bod te laten noteren . De <small>verkoop , in aanwezigheid van een bekende Vlaming , start</small>"	16.3244506006496	-5.46269619071897
opening_uur/noun/het_laatste_nieuws_20000814_01_47/49	opening_uur	het_laatste_nieuws	Belgium	popular	toerist/noun;info/noun;	"<small>parkeerautomaten uit de grond . Voorzien van stadsinformatie moest dit</small> proefproject de <u>toeristen</u><sup>1.595</sup> wegwijs maken in Gent . <u>Info</u><sup>3.023</sup> over <span class='target'>openingsuren</span> , een stadsplan en een activiteitenkalender , alles is er <small>op te vinden . Nu , een half jaar later</small>"	13.4460716228664	-2.72915357410596
opening_uur/noun/het_laatste_nieuws_20020511_01_348/261	opening_uur	het_laatste_nieuws	Belgium	popular	keur_goed/verb;toezicht/noun;tijdens/prep;	"<small>zaterdag- en zondagnamiddag is zowel door het schepencollege als door</small> de kerkfabriek <u>goedgekeurd</u><sup>1.171</sup> . PWAandapos;ers oefenen het <u>toezicht</u><sup>1.852</sup> <u>tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> uit . ( VGB ) <small>uit . ( VGB )</small>"	15.8744634447077	-13.7149477183701
opening_uur/noun/de_standaard_20000902_01_43/155	opening_uur	de_standaard	Belgium	quality	;12/num;tot/prep;17/noun;uur/noun	"<small>en meer van dat fraais . Met een beetje geluk</small> en een dosis onderhandelingstalent kun je net vóór de officiële <span class='target'>openingsuren</span> ( <u>12</u><sup>2.123</sup> <u>tot</u><sup>1.477</sup> <u>17</u><sup>2.616</sup> <u>uur</u><sup>1.973</sup> ) echte koopjes doen . <small>Nog in Brugge wordt elk jaar drie keer de Zandfeestengeorganiseerd</small>"	6.01680639562565	17.4675111081131
opening_tijd/noun/het_nieuwsblad_20031104_01_617/298	opening_tijd	het_nieuwsblad	Belgium	popular	klant/noun;aangepast/adj;	"<small>hen kan het strijkatelier een uitweg bieden . Omdat veel</small> <u>klanten</u><sup>1.976</sup> een druk schema hebben , heeft het strijkatelier <u>aangepaste</u><sup>2.73</sup> <span class='target'>openingstijden</span> . ( JF ) Het is niet altijd nodig om <small>naar de Stasegemsesteenweg te rijden . Er is in de</small>"	-5.41500947804902	1.86939312617634
opening_tijd/noun/het_nieuwsblad_20031124_01_362/408	opening_tijd	het_nieuwsblad	Belgium	popular	tijdens/prep;winkel/noun	"<small>daar gedeeltelijk in . De brandweer maakte de klus af</small> . Draagbare pc gestolen Een onbekende stal zaterdagnamiddag <u>tijdens</u><sup>1.147</sup> de <span class='target'>openingstijden</span> een draagbare pc in de <u>winkel</u><sup>3.746</sup> Texas in de Kortrijkstraat <small>. Het gaat om de pc van de keukenafdeling .</small>"	-12.227430738168	-14.0892345743335
opening_uur/noun/het_laatste_nieuws_20040204_01_132/221	opening_uur	het_laatste_nieuws	Belgium	popular	openbaar/adj;	"<small>geval moeilijk zijn om een feilloos beveiligingssysteem uit te werken</small> . De Schakel blijft een <u>openbaar</u><sup>1.671</sup> gebouw met constant wisselende <span class='target'>openingsuren</span> . andquot; Ook huisbewaarder Marie-Ange Steeland denkt dat het onmogelijk <small>is om alles hermetisch af te sluiten . andquot; Het</small>"	7.70566317905609	-13.477458240388
opening_uur/noun/de_standaard_20030818_01_86/360	opening_uur	de_standaard	Belgium	quality	bibliotheek/noun;trouwens/adv;decretaal/adj;vast/adj;verander/verb	"<small>niet de bedoeling dat we met onvriendelijke openingsuren gaan beginnen</small> . Een <u>bibliotheek</u><sup>5.112</sup> is <u>trouwens</u><sup>1.322</sup> ook <u>decretaal</u><sup>6.051</sup> gehouden aan <u>vaste</u><sup>1.191</sup> <span class='target'>openingsuren</span> . <u>Veranderen</u><sup>1.47</sup> we die , dan dreigen we onze subsidies <small>te verliezen . " " We kunnen niet aanvaarden dat</small>"	5.31520141786793	-4.30459898721092
opening_tijd/noun/algemeen_dagblad_20040306_42/84	opening_tijd	algemeen_dagblad	Netherlands	popular	consument/noun;bepaal/verb;verwachting/noun	"<small>. Het verloop van de economie speelt natuurlijk ook een</small> rol . Het is duidelijk dat de <u>consument</u><sup>1.893</sup> uiteindelijk de <span class='target'>openingstijden</span> <u>bepaalt</u><sup>1.109</sup> . " Het hart van beleggers klopte vol <u>verwachting</u><sup>1.414</sup> <small>. Maar het werd een domper , de banengroei in</small>"	-14.1097044632702	-10.7573941737003
opening_uur/noun/het_laatste_nieuws_20031015_01_362/283	opening_uur	het_laatste_nieuws	Belgium	popular	bezoeker/noun;tijdens/prep;gratis/adj	"<small>. RODE LOPER - De bibliotheek van Zomergem rolt zaterdag</small> de rode loper uit voor alle <u>bezoekers</u><sup>1.364</sup> . <u>Tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> krijg je aan de speciale bib-bar <u>gratis</u><sup>2.968</sup> koffie , drankjes <small>en koekjes . Je kan er rustig een praatje slaan</small>"	13.0054557929636	-5.06539591850389
opening_uur/noun/het_nieuwsblad_19991209_01_397/381	opening_uur	het_nieuwsblad	Belgium	popular	maandag/noun;bibliotheek/noun;gewoon/adj;open/adj;tijdens/prep;gebruikelijk/adj;	"<small>aanstaande zaterdag ( programma zie inzet ) en vanaf volgende</small> week <u>maandag</u><sup>2.479</sup> is de <u>bibliotheek</u><sup>5.112</sup> <u>gewoon</u><sup>1.541</sup> <u>open</u><sup>2.583</sup> <u>tijdens</u><sup>3.429</sup> de <u>gebruikelijke</u><sup>2.093</sup> <span class='target'>openingsuren</span> . JBL <small>. JBL</small>"	5.95528948894499	0.877129508183473
opening_tijd/noun/volkskrant_20030828_25/48	opening_tijd	volkskrant	Netherlands	quality	toegankelijk/adj;beperk/verb;tot/prep;uur/noun	"<small>de nationalistische Tzachi Hangebi , dat de plek net als</small> voor 2000 gewoon voor toeristen <u>toegankelijk</u><sup>2.357</sup> moest zijn . De <span class='target'>openingstijd</span> is nu wel <u>beperkt</u><sup>2.562</sup> <u>tot</u><sup>1.217</sup> twee <u>uur</u><sup>2.287</sup> iedere ochtend behalve <small>vrijdag . De moskeeën zelf blijven verboden voor bezoekers .</small>"	-11.6529325024274	3.22540387214565
opening_uur/noun/het_laatste_nieuws_20001019_01_163/700	opening_uur	het_laatste_nieuws	Belgium	popular	;zwembad/noun	"<small>zelfrespect opbouwen . Toch vind ik het jammer dat er</small> voor zwaarlijvige personen ( ongeacht de leeftijd ) geen speciale <span class='target'>openingsuren</span> zijn in het <u>zwembad</u><sup>3.875</sup> . Ikzelf probeer twee keer per <small>week te zwemmen maar voor de meeste mollige mensen is</small>"	-2.69589064328561	1.18055476171928
opening_tijd/noun/algemeen_dagblad_20010331_96/62	opening_tijd	algemeen_dagblad	Netherlands	popular	informatie/noun;10/num;tot/prep;18/noun;uur/noun	"<small>( proef ) worden gevaren met zeil- en motorjachten .</small> Ook wordt <u>informatie</u><sup>2.408</sup> gegeven over verhuur of koop . De <span class='target'>openingstijden</span> zijn op beide dagen van <u>10</u><sup>2.016</sup> <u>tot</u><sup>1.217</sup> <u>18</u><sup>2.431</sup> <u>uur</u><sup>2.287</sup> . <small>Een overzicht van deelnemers is te vinden op www.frisian-boatshow.nl ,</small>"	5.20622195654416	16.3660211634165
opening_tijd/noun/algemeen_dagblad_20020926_179/605	opening_tijd	algemeen_dagblad	Netherlands	popular	bijvoorbeeld/adv;verlengd/adj;	"<small>opvang voor die niet zijn onder te brengen in een</small> van de vier hoofdvormen . <u>Bijvoorbeeld</u><sup>1.187</sup> hele dagopvang met <u>verlengde</u><sup>4.773</sup> <span class='target'>openingstijden</span> of 24-uursopvang . In die gevallen biedt het berekenen van <small>de bijdrage naar rato uitkomst . Hoe is de berekening</small>"	-19.0089672487554	13.4503891838415
opening_uur/noun/het_nieuwsblad_20040924_01_316/117	opening_uur	het_nieuwsblad	Belgium	popular	gemeentelijk/adj;container_park/noun;container_park/noun	"<small>aandacht geschonken aan huisvuilverwerking . In 1989 ging dan het</small> <u>gemeentelijk</u><sup>2.903</sup> <u>containerpark</u><sup>4.825</sup> van start , met één personeelslid en zestien <span class='target'>openingsuren</span> per week . Ondertussen heeft het Neerpeltse <u>containerpark</u><sup>4.825</sup> zo'n 78.000.bezoekers <small>per jaar . Het inzamelen van afval kende in de</small>"	5.96834475285406	-17.9883919658621
opening_uur/noun/het_laatste_nieuws_19990327_01_137/177	opening_uur	het_laatste_nieuws	Belgium	popular	bezichtig/verb;tijdens/prep;gemeentehuis/noun;maandag/noun;tot/prep;vrijdag/noun	"<small>De gemeentebeambte die de verkiezingen organiseert , zal ter plaatse</small> uitleg geven . Men kan de werken <u>bezichtigen</u><sup>5.357</sup> <u>tijdens</u><sup>3.429</sup> de <span class='target'>openingsuren</span> van het <u>gemeentehuis</u><sup>4.77</sup> : van <u>maandag</u><sup>2.479</sup> <u>tot</u><sup>1.477</sup> <u>vrijdag</u><sup>2.034</sup> , van <small>9 tot 12 en op dinsdag van 18 tot 20</small>"	16.0907788835246	0.599146927076874
opening_uur/noun/het_nieuwsblad_20030109_01_491/61	opening_uur	het_nieuwsblad	Belgium	popular	Test-Aankoop/name;administratie/noun	"<small>te brengen , is voor de meeste mensen geen heuglijke</small> gebeurtenis . Een studie van <u>Test-Aankoop</u><sup>4.236</sup> wijst uit dat de <span class='target'>openingsuren</span> bij vooral <u>administraties</u><sup>2.206</sup> en banken voor serieuze frustratie zorgen . <small>Ook in Antwerpen is het vaak nagelbijten . door Katrien</small>"	2.53259571535087	-14.6220753409366
opening_tijd/noun/volkskrant_20020502_55/300	opening_tijd	volkskrant	Netherlands	quality	;verruim/verb	"<small>in toenemende mate overspannen of krijgen een burn-out . De</small> oplossing : zoveel mogelijk tijd uitsparen . Dat betekent : <span class='target'>openingstijden</span> in de gezondheidszorg en van gemeentelijke instanties <u>verruimen</u><sup>6.505</sup> . En <small>waarom zouden werkende mannen en vrouwen zelf opdraaien voor alle</small>"	-30.5205935308237	5.42647705363861
